"","X","date","identifier","publisher","title","nb_numeros","ark","duree_publi","date_deb","date_fin","deb_bis","fin_bis","is_quotidien"
"1954",1954,"1904-1905","https://gallica.bnf.fr/ark:/12148/cb32702452p/date","Paris","L'Art d'être jolie ",25,"cb32702452p",168,"1904-07-30","1905-01-14","1904-07-30","1905-01-14",FALSE
"1955",1955,"1897-189.","https://gallica.bnf.fr/ark:/12148/cb32706181d/date","Lille, Roubaix","L'Athlète ",36,"cb32706181d",283,"1897-02","1897-11-11","1897-02-01","1897-11-11",FALSE
"1956",1956,"1921-1922","https://gallica.bnf.fr/ark:/12148/cb327046474/date","Paris","Réunion ",2,"cb327046474",NA,"1921-02","1922-02","1921-02-01","1922-02-31",FALSE
"1957",1957,"1884-1939","https://gallica.bnf.fr/ark:/12148/cb32704651c/date","Paris","Assemblée générale ",22,"cb32704651c",20452,"1884","1939","1884-01-01","1939-12-31",FALSE
"1958",1958,"1865-18..","https://gallica.bnf.fr/ark:/12148/cb32705879j/date","Paris","L'Assurance ",23,"cb32705879j",335,"1865-06-15","1866-05-16","1865-06-15","1866-05-16",FALSE
"1959",1959,"1878-1926","https://gallica.bnf.fr/ark:/12148/cb32737133d/date","Paris","Le Canoniste contemporain ou La discipline actuelle de l'Église ",71,"cb32737133d",17895,"1878","1926-12","1878-01-01","1926-12-31",FALSE
"1960",1960,"1926-1939","https://gallica.bnf.fr/ark:/12148/cb32707296z/date","Nice","L'Automobile sur la Côte d'azur ",128,"cb32707296z",NA,"1927-11","1939-06","1927-11-01","1939-06-31",FALSE
"1961",1961,"1878-1940","https://gallica.bnf.fr/ark:/12148/cb32737285x/date","Paris","Le Capitaliste ",986,"cb32737285x",12971,"1878-06-20","1913-12-25","1878-06-20","1913-12-25",FALSE
"1962",1962,"1897","https://gallica.bnf.fr/ark:/12148/cb32705826z/date","Paris, Paris, Paris, Colombes, Colombes, Créteil","Salon d'hiver",10,"cb32705826z",14243,"1909","1947","1909-01-01","1947-12-31",FALSE
"1963",1963,"1908-1913","https://gallica.bnf.fr/ark:/12148/cb32737374j/date","Lourdes","La Caravane ",131,"cb32737374j",2100,"1908-01-01","1913-10-01","1908-01-01","1913-10-01",FALSE
"1964",1964,"1839-1841","https://gallica.bnf.fr/ark:/12148/cb32706768v/date","Paris","Aujourd'hui ",51,"cb32706768v",704,"1840-01-15","1841-12-19","1840-01-15","1841-12-19",FALSE
"1965",1965,"1887-1894","https://gallica.bnf.fr/ark:/12148/cb32737452h/date","Arbois","Le Carillon d'Arbois ",336,"cb32737452h",2367,"1887-11-12","1894-05-06","1887-11-12","1894-05-06",FALSE
"1966",1966,"1888-193.","https://gallica.bnf.fr/ark:/12148/cb32706292b/date","Paris","L'Attaque ",640,"cb32706292b",18121,"1888-06-20","1938-01","1888-06-20","1938-01-31",FALSE
"1967",1967,"1890-1890","https://gallica.bnf.fr/ark:/12148/cb327067932/date","","Aulus thermal ",11,"cb327067932",70,"1890-06-22","1890-08-31","1890-06-22","1890-08-31",FALSE
"1968",1968,"1887-1887","https://gallica.bnf.fr/ark:/12148/cb32708385t/date","Lillebonne","L'Avenir de Lillebonne  ",17,"cb32708385t",112,"1887-08-28","1887-12-18","1887-08-28","1887-12-18",FALSE
"1969",1969,"1901-19..","https://gallica.bnf.fr/ark:/12148/cb327083269/date","Paris","L'Avenir de la maréchalerie ",35,"cb327083269",2648,"1901-08","1908-10","1901-08-01","1908-10-31",FALSE
"1970",1970,"1945-1946","https://gallica.bnf.fr/ark:/12148/cb32708498f/date","Melun","L'Avenir de Seine et",61,"cb32708498f",367,"1945-02-24","1946-02-26","1945-02-24","1946-02-26",TRUE
"1971",1971,"1926-1939","https://gallica.bnf.fr/ark:/12148/cb32709243v/date","Paris","L'Avion ",60,"cb32709243v",3895,"1926-01","1936-08","1926-01-01","1936-08-31",FALSE
"1972",1972,"1859-1936","https://gallica.bnf.fr/ark:/12148/cb32701447v/date","Paris, Bordeaux, Bordeaux, Bordeaux, Paris, Paris","Archives historiques du département de la Gironde",60,"cb32701447v",27392,"1859","1933","1859-01-01","1933-12-31",FALSE
"1973",1973,"1834-1834","https://gallica.bnf.fr/ark:/12148/cb32709481z/date","Paris","La Bacchante ",1,"cb32709481z",364,"1834","1834","1834-01-01","1834-12-31",FALSE
"1974",1974,"1930-1936","https://gallica.bnf.fr/ark:/12148/cb32702568b/date","Paris","Art et médecine ",17,"cb32702568b",1856,"1930-10","1935-10","1930-10-01","1935-10-31",FALSE
"1975",1975,"1905-1906","https://gallica.bnf.fr/ark:/12148/cb32702630x/date","Lyon","L'Art lyrique de Lyon ",13,"cb32702630x",638,"1905-01-15","1906-10-15","1905-01-15","1906-10-15",FALSE
"1976",1976,"1874-1874","https://gallica.bnf.fr/ark:/12148/cb32702936t/date","Rouen","L'Artiste normand ",25,"cb32702936t",194,"1874-03-15","1874-09-25","1874-03-15","1874-09-25",FALSE
"1977",1977,"1898-1901","https://gallica.bnf.fr/ark:/12148/cb327376929/date","Paris","Le Carnet historique ",36,"cb327376929",2405,"1898-07","1905-01","1898-07-01","1905-01-31",FALSE
